system:index,date,salinity_psu,sea_surface_elevation_m,sst_c,surface_pressure_c1,surface_pressure_c2,temperature_2m_c1,temperature_2m_c2,total_evaporation_c1,total_evaporation_c2,total_precipitation_c1,total_precipitation_c2,wind_u_c1,wind_u_c2,wind_v_c1,wind_v_c2,.geo
33,1997-10,36.21882705372888,-0.11270528212840993,27.36419067382815,101185.24696398886,101185.24696398886,299.46381015855764,299.46381015855764,-0.0876548822310482,-0.0876548822310482,0.06633853235565904,0.06633853235565904,-2.752797781355335,-2.752797781355335,-0.61127272711929,-0.61127272711929,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,1997-11,36.30648164523045,-0.20002710342979638,25.98348388671877,101294.29115029729,101294.29115029729,298.6289447615564,298.6289447615564,-0.04078107753256154,-0.04078107753256154,0.04061126001012275,0.04061126001012275,-2.7120566606330274,-2.7120566606330274,-1.1547802657750899,-1.1547802657750899,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,1997-12,36.27578308785396,-0.22359564619852712,24.546128845214866,101340.1717867265,101340.1717867265,296.68360147426745,296.68360147426745,-0.0403022420835032,-0.0403022420835032,0.023354499138990053,0.023354499138990053,-1.3321582993003886,-1.3321582993003886,-0.892749333355284,-0.892749333355284,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,1998-01,36.308249170210566,-0.31558707602945757,23.7736526489258,101324.92948699796,101324.92948699796,296.91066760372735,296.91066760372735,-0.02046248902983021,-0.02046248902983021,0.014645706394382153,0.014645706394382153,-2.5044441132672133,-2.5044441132672133,-0.8068825355497689,-0.8068825355497689,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,1998-02,36.4634595774001,-0.24849747358750576,23.711633300781273,100989.38705199836,100989.38705199836,297.15507654760717,297.15507654760717,-0.02981624860997539,-0.02981624860997539,0.02696471473081427,0.02696471473081427,-1.2462221030508593,-1.2462221030508593,-0.31246792566430553,-0.31246792566430553,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,1998-03,36.581786834871906,-0.29244271859765586,23.93030700683596,101315.98698055575,101315.98698055575,297.721273597237,297.721273597237,-0.014185111388411893,-0.014185111388411893,0.009885792724367857,0.009885792724367857,-3.032649635324975,-3.032649635324975,-0.8925705494979094,-0.8925705494979094,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,1998-04,36.513371007502684,-0.23213350750267953,25.415528869628925,101083.69658309389,101083.69658309389,300.6415580713307,300.6415580713307,-0.01855791960529623,-0.01855791960529623,0.03094046003932201,0.03094046003932201,-2.4602499152483928,-2.4602499152483928,-0.1625078534670317,-0.1625078534670317,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,1998-05,36.50032129706463,-0.22700309874494345,26.94195709228518,101056.52134946955,101056.52134946955,302.0256014924773,302.0256014924773,-0.03590981681595315,-0.03590981681595315,0.06681988784731649,0.06681988784731649,-2.442604775501047,-2.442604775501047,-0.27754261910854616,-0.27754261910854616,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,1998-06,36.37681047695605,-0.28792676848874593,27.75933990478518,101177.18605369897,101177.18605369897,302.9299574398465,302.9299574398465,-0.072831954114866,-0.072831954114866,0.05615695059831513,0.05615695059831513,-3.3991711961019773,-3.3991711961019773,0.39740212613097176,0.39740212613097176,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,1998-07,36.3879658230474,-0.2996317031428275,27.34076843261721,101379.71210145806,101379.71210145806,301.32742536757837,301.32742536757837,-0.07274657834843508,-0.07274657834843508,0.06570084122599368,0.06570084122599368,-2.9189505171803747,-2.9189505171803747,-0.7303788693196338,-0.7303788693196338,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,1998-08,36.374453428067625,-0.19032245099056116,28.52315673828127,101242.43328930627,101242.43328930627,301.2787015975147,301.2787015975147,-0.0772534748043979,-0.0772534748043979,0.09315704954351715,0.09315704954351715,-2.1716693592103478,-2.1716693592103478,-0.6542967322212899,-0.6542967322212899,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,1998-09,36.16849805734191,-0.0033286173633440513,28.86104736328127,100810.51558852274,100810.51558852274,300.6966067835904,300.6966067835904,-0.11081702610449587,-0.11081702610449587,0.12891090957547585,0.12891090957547585,-1.4690643964786685,-1.4690643964786685,1.1669160506575198,1.1669160506575198,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,1998-10,36.2211606031532,-0.03761615755627011,29.02704010009768,101187.02104364987,101187.02104364987,300.4434542021223,300.4434542021223,-0.08488548883079808,-0.08488548883079808,0.08537790188481527,0.08537790188481527,-3.575725585591685,-3.575725585591685,-0.6821566038744455,-0.6821566038744455,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,1998-11,36.19356587620579,-0.12189058145766347,27.147447204589866,101419.8587331139,101419.8587331139,298.7097077219611,298.7097077219611,-0.07042724783025486,-0.07042724783025486,0.058724407971131265,0.058724407971131265,-3.0194125028758783,-3.0194125028758783,-0.9318150648011274,-0.9318150648011274,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,1998-12,36.2799640727103,-0.16198787729488648,25.450227355957054,101699.65619006418,101699.65619006418,297.2137811753498,297.2137811753498,-0.030161733911302165,-0.030161733911302165,0.012548760662471847,0.012548760662471847,-2.3356068730595863,-2.3356068730595863,-1.598470357256802,-1.598470357256802,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,1999-01,36.351113590395194,-0.21831971527849808,24.260095214843773,101643.4318883397,101643.4318883397,296.66531273519615,296.66531273519615,-0.019741553964776313,-0.019741553964776313,0.013520374010918065,0.013520374010918065,-2.58535682791012,-2.58535682791012,-0.8475159774850105,-0.8475159774850105,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,1999-02,36.431276613458905,-0.21670079237482776,24.47315368652346,101648.21096936312,101648.21096936312,297.1890230500673,297.1890230500673,-0.013518410868018962,-0.013518410868018962,0.0067743038747003475,0.0067743038747003475,-2.7279841597459615,-2.7279841597459615,-1.2654608988172458,-1.2654608988172458,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,1999-03,36.48929040037342,-0.24634472565086615,24.334268188476585,101354.05793883772,101354.05793883772,298.4198362580645,298.4198362580645,-0.009524596965923907,-0.009524596965923907,0.008424163024088936,0.008424163024088936,-2.6275737735899116,-2.6275737735899116,-0.8247678442941963,-0.8247678442941963,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,1999-04,36.4614429528403,-0.288694600750268,25.441796875000023,101183.4132048442,101183.4132048442,301.1790803095856,301.1790803095856,-0.016032392113177907,-0.016032392113177907,0.01165348073248567,0.01165348073248567,-3.3275618316483193,-3.3275618316483193,-0.14405274151225445,-0.14405274151225445,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,1999-05,36.46363156052278,-0.2395660979151541,26.865266418457054,101121.6423820595,101121.6423820595,302.2607033210537,302.2607033210537,-0.015920912940415987,-0.015920912940415987,0.014578364064009006,0.014578364064009006,-3.0804852283733295,-3.0804852283733295,-0.42323436005154147,-0.42323436005154147,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,1999-06,36.37355692658093,-0.2345586682743838,27.437722778320335,101217.54938799083,101217.54938799083,300.4396309928484,300.4396309928484,-0.08192979389465044,-0.08192979389465044,0.11790077298700269,0.11790077298700269,-3.199033400422797,-3.199033400422797,0.09949440001685582,0.09949440001685582,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,1999-07,36.35443860854684,-0.296056114510943,27.183450317382835,101445.83800277968,101445.83800277968,300.0147198907649,300.0147198907649,-0.10396481749863115,-0.10396481749863115,0.0989892872183326,0.0989892872183326,-3.1252250320084944,-3.1252250320084944,-0.5861731916510828,-0.5861731916510828,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,1999-08,36.28332577014833,-0.19019570065345923,28.75465545654299,101244.87637148259,101244.87637148259,300.7379640585371,300.7379640585371,-0.08945153262820477,-0.08945153262820477,0.09828407885258438,0.09828407885258438,-2.0047644999600185,-2.0047644999600185,-0.2900486123291098,-0.2900486123291098,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,1999-09,36.10505288049304,-0.14909137191854238,28.962472534179707,100985.93163312801,100985.93163312801,300.598922696319,300.598922696319,-0.09665027418964112,-0.09665027418964112,0.108582232642103,0.108582232642103,-1.9234162748557444,-1.9234162748557444,-0.9715271364004457,-0.9715271364004457,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,1999-10,35.98995692874183,-0.00958969505238046,28.06782684326174,101211.36747029309,101211.36747029309,298.8149312633353,298.8149312633353,-0.11443014282243755,-0.11443014282243755,0.15096969339236802,0.15096969339236802,-2.1799438702315457,-2.1799438702315457,-1.3313929824177804,-1.3313929824177804,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,1999-11,36.071564938370855,-0.14747435691318328,25.935380554199245,101643.237979328,101643.237979328,296.7605751994146,296.7605751994146,-0.06986785458591767,-0.06986785458591767,0.03484235379336697,0.03484235379336697,-2.0501595295472583,-2.0501595295472583,-2.9500928079404005,-2.9500928079404005,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,1999-12,36.30992474847008,-0.17606863914531687,24.32472381591799,101728.28329214569,101728.28329214569,296.00957831093433,296.00957831093433,-0.05027777785727276,-0.05027777785727276,0.05491471428441748,0.05491471428441748,-2.280328366715779,-2.280328366715779,-1.3595527338695452,-1.3595527338695452,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2000-01,36.31422374494347,-0.24751103360647236,24.07511291503908,101785.21199671573,101785.21199671573,296.16275488196266,296.16275488196266,-0.032608453308039555,-0.032608453308039555,0.004920275295756695,0.004920275295756695,-2.759473330344448,-2.759473330344448,-1.0744563913684149,-1.0744563913684149,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2000-02,36.475019583656724,-0.275768266991906,23.760278320312523,101791.84078553863,101791.84078553863,297.0623197462446,297.0623197462446,-0.01619664150250497,-0.01619664150250497,0.005432954186626997,0.005432954186626997,-2.8374454923340675,-2.8374454923340675,-0.9650312609458672,-0.9650312609458672,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2000-03,36.48621317809357,-0.253733896898662,25.26156005859377,101262.37559986413,101262.37559986413,299.6720021507604,299.6720021507604,-0.008320059774587187,-0.008320059774587187,0.0015724265288109658,0.0015724265288109658,-2.928544685887,-2.928544685887,-0.13586778983655454,-0.13586778983655454,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2000-04,36.50238240889604,-0.23573795551982854,26.209382629394554,101334.63658902717,101334.63658902717,300.14703836506357,300.14703836506357,-0.010888989138252595,-0.010888989138252595,0.007194683049654508,0.007194683049654508,-2.9371187323082477,-2.9371187323082477,-1.232201838593187,-1.232201838593187,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2000-05,36.48221461587047,-0.2595375660312356,26.470697021484398,101174.74047608665,101174.74047608665,302.13987881944934,302.13987881944934,-0.016866764197714542,-0.016866764197714542,0.01997661278049739,0.01997661278049739,-3.321548640132241,-3.321548640132241,-0.17022304185818113,-0.17022304185818113,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2000-06,36.31682482583066,-0.2629344319399787,26.694612121582058,101370.44645074909,101370.44645074909,300.6957051301839,300.6957051301839,-0.07039762816059575,-0.07039762816059575,0.07971164856537617,0.07971164856537617,-3.2985208418475507,-3.2985208418475507,-0.27256231829451116,-0.27256231829451116,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2000-07,36.396004278601815,-0.2652275956850949,27.61713562011721,101379.45456711491,101379.45456711491,301.7089430313352,301.7089430313352,-0.03518044238489524,-0.03518044238489524,0.023948157795312446,0.023948157795312446,-2.67472099776074,-2.67472099776074,-1.3748961055483313,-1.3748961055483313,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2000-08,36.389274751063176,-0.22781825018151644,27.517610168457054,101364.36350177131,101364.36350177131,300.51406374681164,300.51406374681164,-0.07922789304641537,-0.07922789304641537,0.09558313754075612,0.09558313754075612,-2.716386271154637,-2.716386271154637,-0.760415517722219,-0.760415517722219,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2000-09,36.28862599142552,-0.13385986066452304,28.461183166503933,101025.70307170591,101025.70307170591,300.4100679949688,300.4100679949688,-0.09275463877876285,-0.09275463877876285,0.11148205887289908,0.11148205887289908,-1.8159094988364273,-1.8159094988364273,-0.49633992588975784,-0.49633992588975784,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2000-10,36.20005958925424,-0.08595699356913186,27.476312255859398,101430.84620915644,101430.84620915644,299.0732371174258,299.0732371174258,-0.07230106674891859,-0.07230106674891859,0.052402244226121095,0.052402244226121095,-3.6147097737428937,-3.6147097737428937,-1.7714552371504142,-1.7714552371504142,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2000-11,36.405756886388005,-0.144062473204716,26.021752929687523,101357.9854300592,101357.9854300592,298.8841217546013,298.8841217546013,-0.023623794519321815,-0.023623794519321815,0.02164962652236796,0.02164962652236796,-3.0400983140382802,-3.0400983140382802,-0.8869441784868459,-0.8869441784868459,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2000-12,36.36055918732497,-0.24616026605123956,24.462907409667995,101786.18965580761,101786.18965580761,295.9968013090789,295.9968013090789,-0.0236160276013493,-0.0236160276013493,0.016441730677084557,0.016441730677084557,-2.4436596538226336,-2.4436596538226336,-2.494813859077827,-2.494813859077827,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2001-01,36.37228111710405,-0.26034773363758945,22.863504028320335,101794.95359686644,101794.95359686644,295.33061943728524,295.33061943728524,-0.008590165940981045,-0.008590165940981045,0.003782152789808624,0.003782152789808624,-2.3127103918722356,-2.3127103918722356,-1.2296176812227144,-1.2296176812227144,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2001-02,36.39776207223243,-0.2732656178226918,24.235520935058616,101591.70499464414,101591.70499464414,298.74029755644705,298.74029755644705,-0.012429528220813535,-0.012429528220813535,0.011114553588845241,0.011114553588845241,-3.199956687262677,-3.199956687262677,-0.9233581125346348,-0.9233581125346348,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2001-03,36.54099839228296,-0.2583699953324344,24.973428344726585,101230.78148166771,101230.78148166771,298.51945699300353,298.51945699300353,-0.007892437831653847,-0.007892437831653847,0.006240413010975436,0.006240413010975436,-1.5865435251213844,-1.5865435251213844,-0.9610037732086517,-0.9610037732086517,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2001-04,36.53945383172563,-0.2994873794212219,25.42852935791018,101404.8132594781,101404.8132594781,300.5013825348371,300.5013825348371,-0.010558479320875934,-0.010558479320875934,0.01446107245248408,0.01446107245248408,-3.749005798222119,-3.749005798222119,-0.5354707160713039,-0.5354707160713039,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2001-05,36.440874831449015,-0.22920156104138575,25.71094665527346,101217.47694153042,101217.47694153042,300.101372676388,300.101372676388,-0.033375317822287566,-0.033375317822287566,0.05920830754169225,0.05920830754169225,-3.1279320435484976,-3.1279320435484976,-1.1224241080306678,-1.1224241080306678,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2001-06,36.12968318595927,-0.29675100482315114,26.440652465820335,101298.93065796456,101298.93065796456,301.0528907189439,301.0528907189439,-0.07938095796020066,-0.07938095796020066,0.06802801081892605,0.06802801081892605,-2.9506041941304644,-2.9506041941304644,-0.02560416735957449,-0.02560416735957449,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2001-07,36.3983578466964,-0.28135527953531797,27.749963378906273,101366.3031677858,101366.3031677858,301.3744663095604,301.3744663095604,-0.049525500956546155,-0.049525500956546155,0.04352196608247215,0.04352196608247215,-2.6445058481676655,-2.6445058481676655,-0.6810648710528572,-0.6810648710528572,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2001-08,36.38273934239187,-0.26223134270303916,27.76336822509768,101378.42553298439,101378.42553298439,301.52200195398643,301.52200195398643,-0.05187302357777979,-0.05187302357777979,0.04970047304308655,0.04970047304308655,-2.939880976535552,-2.939880976535552,-0.959482127013508,-0.959482127013508,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2001-09,36.30110493125625,-0.14491176959751637,28.04484710693362,101106.49417968019,101106.49417968019,300.8086122432861,300.8086122432861,-0.0678042615578497,-0.0678042615578497,0.09420156342576176,0.09420156342576176,-1.9695498539110852,-1.9695498539110852,-0.6912649820627361,-0.6912649820627361,"{""type"":""MultiPoint"",""coordinates"":[]}"
